G_label,ANC,start_pairwise_connectivity,end_pairwise_connectivity,baseline,method_name
Hamilton3000c,0.8492600114853098,1.0,0.6983152161831722,False,MTSSL_MEGA_CrossAttention_1l_freeze_BA_FINDER_noProc
Hamilton3000c,0.8473551024415545,1.0,0.6955311770590197,False,MTSSL_MEGA_CrossAttention_1l_finetune_BA_FINDER_noProc
Hamilton3000c,0.8533939131562372,1.0,0.7078192730910303,False,MTSSL_MEGA_CrossAttention_2l_freeze_BA_FINDER_noProc
Hamilton3000c,0.902822470453114,1.0,0.8081707235745248,True,random
Hamilton3000c,0.9020170968100478,1.0,0.8063736801155941,True,degree
Hamilton3000c,0.9016760231188176,1.0,0.8027858174947204,True,HDA
Hamilton3000c,0.9028451820977365,1.0,0.807571634989441,True,CI
humanDiseasome,0.4155785472162825,1.0,0.0726574847595394,False,MTSSL_MEGA_finetune_BA_FINDER_noProc
humanDiseasome,0.3096092007962965,1.0,0.070994204861895,False,MTSSL_MEGA_freeze_BA_FINDER_noProc
humanDiseasome,0.2538055773223717,1.0,0.0758410476405509,False,ORIGINAL_BA_FINDER
humanDiseasome,0.2550550663555856,1.0,0.0685406788590351,False,MTSSL_MEGA_reset_BA_FINDER_noProc
humanDiseasome,0.3035808995081437,1.0,0.084917588620456,False,MTSSL_MEGA_CrossAttention_1l_freeze_BA_FINDER_noProc
humanDiseasome,0.39144165681626,1.0,0.0878678407465944,False,MTSSL_MEGA_CrossAttention_1l_finetune_BA_FINDER_noProc
humanDiseasome,0.2752504659574374,1.0,0.0707307894934898,False,MTSSL_MEGA_CrossAttention_2l_freeze_BA_FINDER_noProc
humanDiseasome,0.8108513850335798,1.0,0.6628132761345676,True,random
humanDiseasome,0.2537426380200608,1.0,0.0232106570331903,True,degree
humanDiseasome,0.2219988725527089,1.0,0.0124858884624068,True,HDA
humanDiseasome,0.4163723350407371,1.0,0.1095356363362685,True,CI
Hamilton3000e,0.8436283368530251,1.0,0.6888776258752918,False,MTSSL_MEGA_finetune_BA_FINDER_noProc
Hamilton3000e,0.8566718350561299,1.0,0.7106262087362454,False,MTSSL_MEGA_freeze_BA_FINDER_noProc
Hamilton3000e,0.8849081375273238,1.0,0.7574471490496832,False,ORIGINAL_BA_FINDER
Hamilton3000e,0.8822799210848061,1.0,0.7505059464265866,False,MTSSL_MEGA_reset_BA_FINDER_noProc
Hamilton3000e,0.8464726820051129,1.0,0.6983154384794932,False,MTSSL_MEGA_CrossAttention_1l_freeze_BA_FINDER_noProc
Hamilton3000e,0.8474901867289096,1.0,0.6955320662443036,False,MTSSL_MEGA_CrossAttention_1l_finetune_BA_FINDER_noProc
Hamilton3000e,0.8515117709606905,1.0,0.7016621095920863,False,MTSSL_MEGA_CrossAttention_2l_freeze_BA_FINDER_noProc
Hamilton3000e,0.9031777711088884,1.0,0.8081707235745248,True,random
Hamilton3000e,0.902820872142566,1.0,0.8081707235745248,True,degree
Hamilton3000e,0.9028091915823796,1.0,0.806373457819273,True,HDA
Hamilton3000e,0.9027593338520248,1.0,0.8081707235745248,True,CI
Hamilton2000,0.843101992246123,1.0,0.6913571785892947,False,MTSSL_MEGA_finetune_BA_FINDER_noProc
Hamilton2000,0.851957183591796,1.0,0.709775887943972,False,MTSSL_MEGA_freeze_BA_FINDER_noProc
Hamilton2000,0.8902758654327164,1.0,0.7708344172086043,False,ORIGINAL_BA_FINDER
Hamilton2000,0.8870312893946973,1.0,0.7664567283641821,False,MTSSL_MEGA_reset_BA_FINDER_noProc
Hamilton2000,0.845671883441721,1.0,0.6980270135067533,False,MTSSL_MEGA_CrossAttention_1l_freeze_BA_FINDER_noProc
Hamilton2000,0.8482579714857428,1.0,0.693024512256128,False,MTSSL_MEGA_CrossAttention_1l_finetune_BA_FINDER_noProc
Hamilton2000,0.8514830327663832,1.0,0.6971960980490245,False,MTSSL_MEGA_CrossAttention_2l_freeze_BA_FINDER_noProc
Hamilton2000,0.9033100300150076,1.0,0.8099549774887443,True,random
Hamilton2000,0.902455895447724,1.0,0.8072566283141571,True,degree
Hamilton2000,0.9015478226613304,1.0,0.8018734367183592,True,HDA
Hamilton2000,0.9032399837418708,1.0,0.8090550275137569,True,CI
Hamilton3000a,0.8440267011225964,1.0,0.6888765143936868,False,MTSSL_MEGA_finetune_BA_FINDER_noProc
Hamilton3000a,0.8565616249861064,1.0,0.7156918972990997,False,MTSSL_MEGA_freeze_BA_FINDER_noProc
Hamilton3000a,0.8841827523989477,1.0,0.7557072357452485,False,ORIGINAL_BA_FINDER
Hamilton3000a,0.8816080237857065,1.0,0.7533971323774592,False,MTSSL_MEGA_reset_BA_FINDER_noProc
Hamilton3000a,0.846655155051684,1.0,0.6955356229854396,False,MTSSL_MEGA_CrossAttention_1l_freeze_BA_FINDER_noProc
Hamilton3000a,0.8499535167277982,1.0,0.6955329554295876,False,MTSSL_MEGA_CrossAttention_1l_finetune_BA_FINDER_noProc
Hamilton3000a,0.8537853514134341,1.0,0.7050172279648772,False,MTSSL_MEGA_CrossAttention_2l_freeze_BA_FINDER_noProc
Hamilton3000a,0.9030357967470638,1.0,0.8093700122262977,True,random
Hamilton3000a,0.9031133474121004,1.0,0.8081707235745248,True,degree
Hamilton3000a,0.9026940469045238,1.0,0.8063736801155941,True,HDA
Hamilton3000a,0.9027803401133712,1.0,0.8075714126931199,True,CI
EU_flights,0.8677759917124354,0.9966443000373952,0.6950377128181248,False,MTSSL_MEGA_finetune_BA_FINDER_noProc
EU_flights,0.8173832994451298,0.9966443000373952,0.6880525509952091,False,MTSSL_MEGA_freeze_BA_FINDER_noProc
EU_flights,0.8762520151044565,0.9966443000373952,0.7624155959613065,False,ORIGINAL_BA_FINDER
EU_flights,0.804338490471014,0.9966443000373952,0.6908423822929676,False,MTSSL_MEGA_reset_BA_FINDER_noProc
EU_flights,0.7713057129801099,0.9966443000373952,0.6415031503785393,False,MTSSL_MEGA_CrossAttention_1l_freeze_BA_FINDER_noProc
EU_flights,0.884056405196543,0.9966443000373952,0.7816029182453837,False,MTSSL_MEGA_CrossAttention_1l_finetune_BA_FINDER_noProc
EU_flights,0.8076468222494212,0.9966443000373952,0.6824898221253237,False,MTSSL_MEGA_CrossAttention_2l_freeze_BA_FINDER_noProc
EU_flights,0.8949873622585797,0.9966443000373952,0.7980258098201497,True,random
EU_flights,0.8684552499322443,0.9966443000373952,0.7062873512125253,True,degree
EU_flights,0.8521582466146927,0.9966443000373952,0.6950377128181248,True,HDA
EU_flights,0.8687156000346502,0.9966443000373952,0.7062873512125253,True,CI
yeast1,0.2547414328889982,0.701875910840523,0.0012098809533054,False,MTSSL_MEGA_finetune_BA_FINDER_noProc
yeast1,0.2272635663104051,0.701875910840523,0.0009184119859494,False,MTSSL_MEGA_freeze_BA_FINDER_noProc
yeast1,0.1676652968037253,0.701875910840523,0.0026827569961612,False,ORIGINAL_BA_FINDER
yeast1,0.2653401854478833,0.701875910840523,0.0012652755883091,False,MTSSL_MEGA_reset_BA_FINDER_noProc
yeast1,0.2037187148550333,0.701875910840523,0.0010343783246488,False,MTSSL_MEGA_CrossAttention_1l_freeze_BA_FINDER_noProc
yeast1,0.3389091142347148,0.701875910840523,0.0696403749233146,False,MTSSL_MEGA_CrossAttention_1l_finetune_BA_FINDER_noProc
yeast1,0.216004144507624,0.701875910840523,0.0012766651394314,False,MTSSL_MEGA_CrossAttention_2l_freeze_BA_FINDER_noProc
yeast1,0.590315948314048,0.701875910840523,0.4891610301331283,True,random
yeast1,0.1681556602978684,0.701875910840523,0.0017519200453511,True,degree
yeast1,0.1630163036458555,0.701875910840523,0.0010452501689018,True,HDA
yeast1,0.2322973279299527,0.701875910840523,0.0148447267672571,True,CI
socfb-Reed98,0.8925163068796002,1.0,0.7935168018414637,False,MTSSL_MEGA_finetune_BA_FINDER_noProc
socfb-Reed98,0.8922079810639904,1.0,0.7935168018414637,False,MTSSL_MEGA_freeze_BA_FINDER_noProc
socfb-Reed98,0.8934102196329045,1.0,0.7953708130607194,False,ORIGINAL_BA_FINDER
socfb-Reed98,0.8915926139358761,1.0,0.7935168018414637,False,MTSSL_MEGA_reset_BA_FINDER_noProc
socfb-Reed98,0.8906477604936244,1.0,0.7935168018414637,False,MTSSL_MEGA_CrossAttention_1l_freeze_BA_FINDER_noProc
socfb-Reed98,0.8954632499605184,1.0,0.7935168018414637,False,MTSSL_MEGA_CrossAttention_1l_finetune_BA_FINDER_noProc
socfb-Reed98,0.8912597022801237,1.0,0.7916649539958593,False,MTSSL_MEGA_CrossAttention_2l_freeze_BA_FINDER_noProc
socfb-Reed98,0.8969131722773763,1.0,0.7972269876536265,True,random
socfb-Reed98,0.8924756760182099,1.0,0.7935168018414637,True,degree
socfb-Reed98,0.892274031565785,1.0,0.7935168018414637,True,HDA
socfb-Reed98,0.8925036308621115,1.0,0.7953708130607194,True,CI
Hamilton3000d,0.8442787154977585,1.0,0.6899857730354563,False,MTSSL_MEGA_finetune_BA_FINDER_noProc
Hamilton3000d,0.8579454955355489,1.0,0.7117512504168056,False,MTSSL_MEGA_freeze_BA_FINDER_noProc
Hamilton3000d,0.885567802971361,1.0,0.7603514504834945,False,ORIGINAL_BA_FINDER
Hamilton3000d,0.8826931621651662,1.0,0.7534000222296321,False,MTSSL_MEGA_reset_BA_FINDER_noProc
Hamilton3000d,0.8460823663443371,1.0,0.6966448816272091,False,MTSSL_MEGA_CrossAttention_1l_freeze_BA_FINDER_noProc
Hamilton3000d,0.8442362720906968,1.0,0.6872197399133044,False,MTSSL_MEGA_CrossAttention_1l_finetune_BA_FINDER_noProc
Hamilton3000d,0.8526967970805083,1.0,0.7078174947204624,False,MTSSL_MEGA_CrossAttention_2l_freeze_BA_FINDER_noProc
Hamilton3000d,0.9028801415286576,1.0,0.8081707235745248,True,random
Hamilton3000d,0.9010343829424624,1.0,0.8039802156274314,True,degree
Hamilton3000d,0.9015137601422696,1.0,0.8039808825163943,True,HDA
Hamilton3000d,0.9015351146678524,1.0,0.8051763921307102,True,CI
email-univ,0.811911837167413,1.0,0.6421536369562031,False,MTSSL_MEGA_finetune_BA_FINDER_noProc
email-univ,0.8276340853318707,1.0,0.6421458400256986,False,MTSSL_MEGA_freeze_BA_FINDER_noProc
email-univ,0.821273087228719,1.0,0.6294555559367389,False,ORIGINAL_BA_FINDER
email-univ,0.8027335113756664,1.0,0.6031377967121904,False,MTSSL_MEGA_reset_BA_FINDER_noProc
email-univ,0.7953308916566965,1.0,0.6141642158315115,False,MTSSL_MEGA_CrossAttention_1l_freeze_BA_FINDER_noProc
email-univ,0.8205446676212685,1.0,0.6336924079728292,False,MTSSL_MEGA_CrossAttention_1l_finetune_BA_FINDER_noProc
