G_label,ANC,start_pairwise_connectivity,end_pairwise_connectivity,baseline,method_name
socfb-Haverford76,0.9005213908577561,1.0,0.8057095818556859,False,MTSSL_MEGA_CrossAttention_1l_finetune_BA_FINDER_noProc
socfb-Haverford76,0.9012326557558722,1.0,0.8069520021823716,False,MTSSL_MEGA_CrossAttention_2l_freeze_BA_FINDER_noProc
socfb-Haverford76,0.9033685010765622,1.0,0.8094397143773301,True,random
socfb-Haverford76,0.9015935759626444,1.0,0.8081953796895863,True,degree
socfb-Haverford76,0.9014117681623676,1.0,0.8069520021823716,True,HDA
socfb-Haverford76,0.9015935759626444,1.0,0.8081953796895863,True,CI
Hamilton3000c,0.8424979945166908,1.0,0.6888787373568968,False,MTSSL_MEGA_finetune_BA_FINDER_noProc
Hamilton3000c,0.8563441939905894,1.0,0.7123134378126043,False,MTSSL_MEGA_freeze_BA_FINDER_noProc
Hamilton3000c,0.8897626634804193,1.0,0.7661751695009448,False,ORIGINAL_BA_FINDER
Hamilton3000c,0.8861793627505464,1.0,0.7580331221518284,False,MTSSL_MEGA_reset_BA_FINDER_noProc
